contact_id,month,day_of_week,contact,num_contacts,days_since_previous,num_contacts_previous,outcome_previous,age,marital,job,education,default,mortgage,personal_loan,call_centre_volume,high_temp,low_temp,forward_rate,num_employed,consumer_confidence,price_index,employment_variation,outcome
36455,jun,tue,mobile,2,-1,0,nonexistent,58,divorced,retired,high.school,no,yes,no,0.602758486,26,21,1.262,23563.21278,-39.576,255.64825,-2.59173,FALSE
27928,mar,fri,mobile,1,-1,0,nonexistent,30,single,industrial,university.degree,no,no,no,1.394292966,19,6,1.531,23669.51229,-48.5,255.31825,-1.60866,FALSE
6217,may,tue,landline,2,-1,0,nonexistent,34,married,industrial,9years,unknown,no,yes,0.144393882,25,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
21780,aug,wed,mobile,1,-1,0,nonexistent,58,married,industrial,9years,unknown,yes,no,1.330523821,34,20,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
5291,may,fri,landline,3,-1,0,nonexistent,35,married,industrial,6years,unknown,no,no,1.110445535,27,11,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
19891,aug,fri,mobile,1,-1,0,nonexistent,52,divorced,administrative,university.degree,unknown,yes,no,0.102581891,32,20,4.966,24268.31739,-35.017,256.971,1.25118,FALSE
15422,jul,fri,landline,3,-1,0,nonexistent,26,single,professional,high.school,unknown,yes,yes,0.320947662,30,23,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
35857,may,fri,mobile,1,-1,1,failure,30,married,administrative,university.degree,no,yes,no,0.262629261,21,12,1.259,23669.51229,-44.814,255.45575,-1.60866,FALSE
7495,may,fri,landline,1,-1,0,nonexistent,46,divorced,unemployed,9years,no,no,no,6.386830183,24,14,4.864,24096.1029,-35.308,258.4835,0.98307,FALSE
20461,aug,tue,mobile,2,-1,0,nonexistent,34,single,technical,university.degree,no,yes,no,2.015629355,26,22,4.966,24268.31739,-35.017,256.971,1.25118,FALSE
11938,jun,mon,landline,5,-1,0,nonexistent,25,married,industrial,9years,no,yes,no,0.080142443,32,17,4.958,24268.31739,-40.546,259.77875,1.25118,FALSE
14814,jul,wed,mobile,2,-1,0,nonexistent,26,single,professional,9years,no,yes,no,1.153177631,31,19,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
35229,may,fri,mobile,2,-1,0,nonexistent,26,married,technical,unknown,no,no,no,1.521052805,24,14,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
1599,may,fri,landline,1,-1,0,nonexistent,31,married,administrative,high.school,no,yes,yes,0.249699396,25,12,4.855,24096.1029,-35.308,258.4835,0.98307,FALSE
7693,may,fri,landline,6,-1,0,nonexistent,35,married,industrial,6years,no,yes,no,1.318941308,26,12,4.864,24096.1029,-35.308,258.4835,0.98307,FALSE
15773,jul,mon,mobile,1,-1,0,nonexistent,24,single,industrial,9years,no,no,yes,1.869611894,30,20,4.96,24268.31739,-41.419,258.2745,1.25118,FALSE
18129,jul,wed,mobile,3,-1,0,nonexistent,32,married,administrative,university.degree,no,no,no,0.3645708,28,23,4.963,24268.31739,-41.419,258.2745,1.25118,TRUE
18620,jul,thu,mobile,3,-1,0,nonexistent,33,married,industrial,6years,unknown,yes,no,1.105550958,37,18,4.968,24268.31739,-41.419,258.2745,1.25118,FALSE
8519,jun,wed,landline,4,-1,0,nonexistent,39,married,industrial,9years,no,unknown,unknown,0.020122783,23,16,4.864,24268.31739,-40.546,259.77875,1.25118,FALSE
4832,may,wed,landline,1,-1,0,nonexistent,33,married,technical,postgrad,no,yes,no,2.285757071,27,13,4.858,24096.1029,-35.308,258.4835,0.98307,FALSE
8856,jun,thu,landline,2,-1,0,nonexistent,37,married,professional,high.school,unknown,no,no,0.534954502,25,17,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
8494,jun,wed,landline,1,-1,0,nonexistent,44,married,administrative,university.degree,no,yes,no,0.852633068,29,16,4.864,24268.31739,-40.546,259.77875,1.25118,FALSE
996,may,wed,landline,1,-1,0,nonexistent,41,single,professional,high.school,no,yes,yes,0.089569211,27,14,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
2902,may,wed,landline,1,-1,0,nonexistent,45,married,industrial,4years,no,yes,no,0.874396179,23,12,4.859,24096.1029,-35.308,258.4835,0.98307,FALSE
26120,nov,wed,mobile,4,-1,0,nonexistent,50,married,administrative,university.degree,no,yes,yes,0.658522817,20,10,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
26791,nov,thu,mobile,1,-1,0,nonexistent,39,married,entrepreneur,university.degree,no,no,no,0.908805928,16,8,4.076,24118.38402,-40.74,256.3,-0.08937,FALSE
14599,jul,tue,mobile,1,-1,0,nonexistent,26,divorced,technical,postgrad,no,yes,no,0.278922627,34,19,4.961,24268.31739,-41.419,258.2745,1.25118,FALSE
1939,may,fri,landline,2,-1,0,nonexistent,35,married,tradesman,postgrad,no,no,no,0.197222223,19,13,4.855,24096.1029,-35.308,258.4835,0.98307,FALSE
10746,jun,tue,landline,3,-1,0,nonexistent,28,single,professional,high.school,no,no,no,0.487428452,26,18,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
31847,may,thu,mobile,1,-1,0,nonexistent,32,divorced,administrative,high.school,no,yes,no,0.168971309,24,12,1.327,23669.51229,-44.814,255.45575,-1.60866,FALSE
26563,nov,thu,mobile,2,-1,0,nonexistent,47,divorced,entrepreneur,9years,no,no,no,1.74149778,17,8,4.076,24118.38402,-40.74,256.3,-0.08937,FALSE
6622,may,wed,landline,2,-1,0,nonexistent,32,married,industrial,9years,unknown,unknown,unknown,2.240905436,25,15,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
23425,aug,wed,mobile,7,-1,0,nonexistent,47,married,administrative,high.school,unknown,yes,no,0.150124892,32,24,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
5149,may,fri,landline,3,-1,0,nonexistent,46,married,administrative,university.degree,no,yes,no,1.048171082,26,13,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
23341,aug,wed,mobile,9,-1,0,nonexistent,48,married,industrial,high.school,no,no,no,0.313371822,30,22,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
22849,aug,mon,mobile,3,-1,0,nonexistent,51,married,professional,high.school,no,yes,no,1.539142935,32,23,4.965,24268.31739,-35.017,256.971,1.25118,FALSE
16697,jul,wed,landline,4,-1,0,nonexistent,38,married,entrepreneur,university.degree,no,yes,no,0.128007573,29,17,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
2761,may,wed,landline,5,-1,0,nonexistent,40,divorced,domestic,6years,unknown,yes,no,0.610335314,24,13,4.859,24096.1029,-35.308,258.4835,0.98307,FALSE
5767,may,mon,landline,12,-1,0,nonexistent,35,married,industrial,postgrad,no,no,no,1.297624373,24,13,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
29193,apr,fri,mobile,1,-1,0,nonexistent,31,single,professional,high.school,no,no,no,0.611340582,23,9,1.405,23669.51229,-45.687,255.95625,-1.60866,FALSE
18222,jul,wed,mobile,3,-1,0,nonexistent,31,married,administrative,high.school,unknown,no,no,0.022704905,32,18,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
8003,jun,mon,landline,5,-1,0,nonexistent,44,married,industrial,6years,unknown,yes,no,1.681168415,23,17,4.865,24268.31739,-40.546,259.77875,1.25118,FALSE
32724,may,mon,mobile,1,-1,0,nonexistent,31,single,industrial,9years,no,yes,no,1.102253224,30,11,1.299,23669.51229,-44.814,255.45575,-1.60866,FALSE
12294,jul,fri,landline,1,-1,0,nonexistent,24,single,industrial,9years,unknown,no,no,3.836743265,30,23,4.959,24268.31739,-41.419,258.2745,1.25118,FALSE
8476,jun,tue,landline,1,-1,0,nonexistent,28,single,industrial,9years,no,no,no,0.377074325,26,18,4.864,24268.31739,-40.546,259.77875,1.25118,FALSE
11850,jun,fri,landline,7,-1,0,nonexistent,47,married,professional,high.school,unknown,yes,no,0.353416741,21,20,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
23638,aug,thu,mobile,10,-1,0,nonexistent,44,married,administrative,9years,unknown,yes,yes,0.520788145,29,20,4.962,24268.31739,-35.017,256.971,1.25118,FALSE
23736,aug,thu,landline,2,-1,0,nonexistent,53,married,tradesman,university.degree,no,yes,yes,0.499182673,31,20,4.962,24268.31739,-35.017,256.971,1.25118,FALSE
13357,jul,wed,mobile,3,-1,0,nonexistent,36,married,administrative,university.degree,no,yes,no,3.475612465,33,21,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
14189,jul,mon,mobile,2,-1,0,nonexistent,50,divorced,administrative,9years,no,yes,yes,0.165524398,31,21,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
13680,jul,thu,mobile,2,-1,0,nonexistent,24,single,administrative,high.school,no,yes,no,3.989594561,28,21,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
9663,jun,mon,landline,2,-1,0,nonexistent,33,divorced,professional,high.school,no,yes,no,1.371282941,23,22,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
35046,may,fri,mobile,1,-1,0,nonexistent,29,single,administrative,high.school,no,no,yes,0.818803673,27,13,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
24429,nov,mon,mobile,2,-1,0,nonexistent,56,married,management,university.degree,no,yes,no,0.356376932,18,10,4.191,24118.38402,-40.74,256.3,-0.08937,FALSE
17295,jul,fri,mobile,3,-1,0,nonexistent,53,married,technical,postgrad,unknown,no,yes,1.767056226,31,15,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
5571,may,mon,landline,1,-1,0,nonexistent,44,divorced,management,9years,unknown,no,no,0.253656768,28,11,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
10434,jun,mon,landline,3,-1,0,nonexistent,37,single,technical,high.school,no,no,no,2.419972739,21,18,4.96,24268.31739,-40.546,259.77875,1.25118,FALSE
23699,aug,thu,mobile,9,-1,0,nonexistent,32,married,tradesman,high.school,no,yes,no,1.682677741,30,22,4.962,24268.31739,-35.017,256.971,1.25118,FALSE
8864,jun,thu,landline,2,-1,0,nonexistent,40,married,entrepreneur,6years,unknown,no,no,3.255740409,29,22,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
9393,jun,fri,landline,2,-1,0,nonexistent,35,divorced,industrial,6years,unknown,no,no,0.984066354,27,22,4.967,24268.31739,-40.546,259.77875,1.25118,FALSE
12215,jul,wed,landline,3,-1,0,nonexistent,28,single,administrative,university.degree,no,yes,yes,0.766402064,30,21,4.956,24268.31739,-41.419,258.2745,1.25118,FALSE
15447,jul,fri,mobile,1,-1,0,nonexistent,49,married,technical,postgrad,no,yes,no,0.150231126,28,19,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
14755,jul,wed,mobile,1,-1,0,nonexistent,24,married,industrial,9years,unknown,no,no,0.899845631,24,20,4.957,24268.31739,-41.419,258.2745,1.25118,TRUE
29828,apr,mon,mobile,5,-1,1,failure,31,single,administrative,university.degree,no,yes,yes,0.073040653,24,8,1.405,23669.51229,-45.687,255.95625,-1.60866,TRUE
4344,may,tue,landline,1,-1,0,nonexistent,32,unknown,unknown,university.degree,no,yes,yes,3.145932278,25,13,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
13735,jul,thu,mobile,2,-1,0,nonexistent,26,single,industrial,9years,no,no,no,1.075565791,29,17,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
16778,jul,thu,mobile,1,-1,0,nonexistent,41,single,entrepreneur,high.school,no,no,no,1.689423262,28,21,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
17852,jul,tue,mobile,2,-1,0,nonexistent,40,married,entrepreneur,high.school,no,no,no,0.857282841,28,22,4.961,24268.31739,-41.419,258.2745,1.25118,FALSE
35638,may,mon,mobile,2,-1,0,nonexistent,21,single,industrial,9years,no,yes,no,1.004923365,23,13,1.244,23669.51229,-44.814,255.45575,-1.60866,FALSE
5821,may,mon,landline,3,-1,0,nonexistent,30,single,industrial,9years,no,yes,no,0.069270533,27,9,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
25359,nov,tue,landline,2,-1,1,failure,52,married,technical,postgrad,no,yes,yes,3.256931708,18,8,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
25172,nov,tue,mobile,2,-1,0,nonexistent,49,married,industrial,6years,unknown,no,no,0.091839061,18,9,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
38336,oct,fri,mobile,1,-1,0,nonexistent,39,single,administrative,high.school,no,yes,no,1.06768553,21,13,0.739,23290.73325,-26.093,254.18525,-3.03858,FALSE
35270,may,fri,mobile,2,-1,0,nonexistent,30,single,professional,high.school,no,yes,yes,0.153693192,27,14,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
23088,aug,tue,mobile,3,-1,0,nonexistent,55,married,administrative,university.degree,no,yes,no,0.764384018,31,22,4.965,24268.31739,-35.017,256.971,1.25118,FALSE
22183,aug,thu,mobile,1,-1,0,nonexistent,56,married,tradesman,9years,no,unknown,unknown,2.471166028,24,23,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
40206,jul,tue,mobile,1,-1,1,failure,66,married,domestic,4years,no,no,yes,1.854169569,30,22,0.876,23170.50804,-39.091,259.09125,-1.51929,FALSE
6365,may,tue,landline,6,-1,0,nonexistent,51,married,technical,9years,no,yes,no,0.112316765,26,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
35193,may,fri,mobile,1,-1,1,failure,60,divorced,administrative,high.school,unknown,yes,no,0.01339202,26,13,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
39445,apr,tue,mobile,2,-1,3,failure,49,married,administrative,university.degree,no,yes,yes,0.333439537,23,9,0.644,23249.88453,-33.562,257.80975,-1.60866,TRUE
5799,may,mon,landline,3,-1,0,nonexistent,42,married,unemployed,high.school,unknown,no,no,0.982068203,29,10,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
24804,nov,tue,mobile,1,-1,0,nonexistent,32,single,administrative,university.degree,no,no,no,1.034414722,20,8,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
35312,may,fri,mobile,10,-1,0,nonexistent,29,single,administrative,university.degree,unknown,yes,no,1.873606785,26,13,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
39674,may,fri,mobile,1,6,1,success,68,married,retired,4years,no,yes,yes,0.510973502,25,11,0.684,23249.88453,-38.8,258.159,-1.60866,TRUE
19931,aug,fri,mobile,1,-1,0,nonexistent,30,single,administrative,university.degree,no,no,no,1.834587041,33,19,4.966,24268.31739,-35.017,256.971,1.25118,FALSE
27972,apr,wed,mobile,2,-1,0,nonexistent,38,married,professional,high.school,no,yes,no,0.921344571,23,9,1.498,23669.51229,-45.687,255.95625,-1.60866,FALSE
4678,may,wed,landline,1,-1,0,nonexistent,25,divorced,professional,high.school,no,yes,yes,0.46231253,24,13,4.858,24096.1029,-35.308,258.4835,0.98307,FALSE
27842,mar,mon,mobile,1,-1,0,nonexistent,34,married,technical,postgrad,no,yes,no,0.444585719,19,7,1.629,23669.51229,-48.5,255.31825,-1.60866,FALSE
3128,may,thu,landline,1,-1,0,nonexistent,38,single,technical,postgrad,unknown,yes,no,0.458400361,23,10,4.86,24096.1029,-35.308,258.4835,0.98307,FALSE
12238,jul,thu,landline,1,-1,0,nonexistent,36,married,industrial,9years,no,no,no,2.306320818,28,20,4.966,24268.31739,-41.419,258.2745,1.25118,FALSE
5763,may,mon,landline,2,-1,0,nonexistent,35,married,management,university.degree,no,no,no,0.112135128,27,11,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
21910,aug,wed,mobile,1,-1,0,nonexistent,53,married,administrative,university.degree,no,yes,yes,0.502033586,26,24,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
35401,may,fri,mobile,2,-1,0,nonexistent,37,divorced,professional,postgrad,no,no,no,3.933510006,28,13,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
29860,apr,mon,mobile,3,-1,0,nonexistent,31,single,administrative,university.degree,no,yes,no,0.655577602,26,8,1.405,23669.51229,-45.687,255.95625,-1.60866,FALSE
6236,may,tue,landline,1,-1,0,nonexistent,44,married,industrial,postgrad,no,no,no,0.303056256,22,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
39011,dec,wed,landline,2,-1,0,nonexistent,86,married,retired,postgrad,no,no,no,3.442926144,12,4,0.715,23318.58465,-32.01,254.96075,-2.6811,TRUE
8881,jun,thu,landline,20,-1,0,nonexistent,56,married,retired,9years,unknown,yes,no,0.131868183,26,19,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
31189,may,wed,mobile,1,-1,0,nonexistent,43,married,management,university.degree,no,no,yes,0.513834519,26,13,1.334,23669.51229,-44.814,255.45575,-1.60866,FALSE
19097,aug,tue,mobile,2,-1,0,nonexistent,44,married,industrial,4years,no,yes,no,0.733794278,29,20,4.968,24268.31739,-35.017,256.971,1.25118,TRUE
19128,aug,tue,mobile,1,-1,0,nonexistent,37,married,management,university.degree,no,yes,no,3.183843955,30,22,4.968,24268.31739,-35.017,256.971,1.25118,FALSE
8264,jun,tue,landline,2,-1,0,nonexistent,30,married,industrial,unknown,no,no,yes,0.206749465,31,17,4.864,24268.31739,-40.546,259.77875,1.25118,FALSE
981,may,wed,landline,1,-1,0,nonexistent,55,married,industrial,4years,no,yes,yes,0.551030989,23,11,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
18771,jul,thu,landline,6,-1,0,nonexistent,32,married,technical,university.degree,no,yes,yes,0.809257816,30,24,4.968,24268.31739,-41.419,258.2745,1.25118,FALSE
10534,jun,tue,landline,1,-1,0,nonexistent,30,divorced,industrial,9years,no,no,yes,1.395257705,21,21,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
3619,may,fri,landline,2,-1,0,nonexistent,57,married,retired,high.school,unknown,yes,no,0.584640828,23,13,4.859,24096.1029,-35.308,258.4835,0.98307,FALSE
27578,nov,fri,mobile,2,-1,0,nonexistent,59,single,technical,postgrad,no,yes,no,1.530249176,18,8,4.021,24118.38402,-40.74,256.3,-0.08937,FALSE
15806,jul,mon,mobile,4,-1,0,nonexistent,31,single,professional,high.school,no,no,no,1.690628106,29,20,4.96,24268.31739,-41.419,258.2745,1.25118,FALSE
21516,aug,tue,mobile,1,-1,0,nonexistent,59,married,administrative,4years,unknown,yes,no,0.835299163,33,21,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
26651,nov,thu,mobile,1,-1,0,nonexistent,32,single,industrial,4years,no,no,no,0.197150811,21,9,4.076,24118.38402,-40.74,256.3,-0.08937,FALSE
6495,may,wed,landline,1,-1,0,nonexistent,59,married,retired,4years,unknown,yes,yes,1.338333358,24,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
19439,aug,wed,mobile,7,-1,0,nonexistent,43,single,administrative,university.degree,no,no,yes,1.024372794,31,27,4.967,24268.31739,-35.017,256.971,1.25118,TRUE
27300,nov,fri,mobile,6,-1,0,nonexistent,42,married,administrative,high.school,no,no,no,0.690036668,19,9,4.021,24118.38402,-40.74,256.3,-0.08937,FALSE
33436,may,tue,mobile,1,-1,1,failure,35,single,administrative,university.degree,no,yes,no,1.030440398,26,14,1.291,23669.51229,-44.814,255.45575,-1.60866,FALSE
12321,jul,fri,landline,1,-1,0,nonexistent,30,single,administrative,high.school,no,yes,no,0.543407918,28,22,4.959,24268.31739,-41.419,258.2745,1.25118,FALSE
20213,aug,mon,mobile,1,-1,0,nonexistent,45,married,administrative,university.degree,no,no,no,2.928819325,28,20,4.965,24268.31739,-35.017,256.971,1.25118,TRUE
28339,apr,wed,mobile,7,-1,0,nonexistent,27,single,technical,9years,no,yes,no,0.587470596,17,8,1.445,23669.51229,-45.687,255.95625,-1.60866,FALSE
33616,may,wed,mobile,2,-1,0,nonexistent,47,divorced,administrative,university.degree,unknown,no,no,0.711969111,24,13,1.281,23669.51229,-44.814,255.45575,-1.60866,FALSE
3160,may,thu,landline,1,-1,0,nonexistent,53,married,unknown,high.school,unknown,no,no,1.224344352,22,10,4.86,24096.1029,-35.308,258.4835,0.98307,FALSE
52,may,mon,landline,1,-1,0,nonexistent,60,married,administrative,high.school,no,no,no,0.283026233,26,13,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
19846,aug,fri,mobile,1,-1,0,nonexistent,46,married,administrative,postgrad,no,no,no,1.622455553,31,19,4.966,24268.31739,-35.017,256.971,1.25118,FALSE
15639,jul,mon,mobile,2,-1,0,nonexistent,33,married,industrial,6years,no,no,no,0.406929623,34,19,4.96,24268.31739,-41.419,258.2745,1.25118,FALSE
9281,jun,fri,landline,1,-1,0,nonexistent,36,married,industrial,6years,no,unknown,unknown,2.257981933,26,17,4.967,24268.31739,-40.546,259.77875,1.25118,FALSE
14247,jul,mon,landline,3,-1,0,nonexistent,51,married,administrative,university.degree,no,no,yes,0.058835334,30,23,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
4028,may,mon,landline,1,-1,0,nonexistent,36,single,industrial,high.school,no,yes,yes,1.267640225,24,13,4.858,24096.1029,-35.308,258.4835,0.98307,FALSE
39151,mar,tue,mobile,2,6,2,success,30,married,technical,postgrad,no,yes,no,0.161886885,19,7,0.655,23249.88453,-33.756,256.76475,-1.60866,TRUE
39451,apr,thu,landline,1,6,2,success,48,married,administrative,university.degree,no,no,no,0.55898511,21,8,0.644,23249.88453,-33.562,257.80975,-1.60866,TRUE
38499,oct,tue,mobile,1,-1,0,nonexistent,22,single,full_time_education,6years,no,yes,no,2.10538557,16,16,0.728,23290.73325,-26.093,254.18525,-3.03858,FALSE
41077,nov,mon,mobile,2,5,3,success,45,married,industrial,high.school,no,yes,yes,0.643497179,18,9,1.05,23040.53484,-49.276,260.60925,-0.98307,TRUE
3739,may,fri,landline,2,-1,0,nonexistent,32,married,industrial,9years,no,no,no,0.139186713,21,14,4.859,24096.1029,-35.308,258.4835,0.98307,FALSE
24942,nov,tue,mobile,4,-1,0,nonexistent,41,married,administrative,high.school,no,yes,no,0.280898752,18,9,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
18843,aug,mon,mobile,1,-1,0,nonexistent,58,married,industrial,9years,no,no,no,0.388222331,31,22,4.97,24268.31739,-35.017,256.971,1.25118,FALSE
38313,oct,thu,mobile,1,-1,0,nonexistent,28,single,full_time_education,unknown,no,yes,no,0.304005642,19,17,0.74,23290.73325,-26.093,254.18525,-3.03858,FALSE
26044,nov,wed,mobile,2,-1,1,failure,52,married,administrative,high.school,no,yes,no,0.416904914,19,10,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
11892,jun,fri,landline,2,-1,0,nonexistent,38,married,administrative,high.school,no,yes,no,0.689702812,22,19,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
24405,nov,mon,mobile,1,-1,0,nonexistent,36,married,unemployed,9years,no,yes,no,3.100800523,17,9,4.191,24118.38402,-40.74,256.3,-0.08937,FALSE
8871,jun,thu,landline,1,-1,0,nonexistent,37,married,technical,high.school,unknown,yes,no,0.62669778,20,22,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
15507,jul,fri,mobile,2,-1,0,nonexistent,37,single,entrepreneur,postgrad,no,yes,no,3.134026539,28,23,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
22243,aug,thu,mobile,3,-1,0,nonexistent,38,married,technical,postgrad,unknown,no,yes,0.491126658,28,19,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
10722,jun,tue,landline,3,-1,0,nonexistent,28,married,administrative,high.school,no,yes,no,0.244762727,26,19,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
3198,may,thu,landline,1,-1,0,nonexistent,52,married,industrial,4years,unknown,unknown,unknown,1.029802143,23,13,4.86,24096.1029,-35.308,258.4835,0.98307,FALSE
19,may,mon,landline,1,-1,0,nonexistent,39,single,management,9years,unknown,no,no,0.438634152,29,11,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
27954,mar,mon,mobile,2,-1,0,nonexistent,21,single,full_time_education,4years,no,no,no,1.421804226,17,6,1.52,23669.51229,-48.5,255.31825,-1.60866,FALSE
9562,jun,mon,landline,1,-1,0,nonexistent,42,single,technical,9years,unknown,no,no,0.487078767,27,19,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
12049,jun,fri,landline,3,-1,0,nonexistent,59,married,domestic,6years,no,no,no,0.469367509,22,16,4.947,24268.31739,-40.546,259.77875,1.25118,FALSE
6237,may,tue,landline,1,-1,0,nonexistent,34,married,unknown,4years,unknown,yes,no,0.995080991,27,10,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
26067,nov,wed,mobile,2,-1,0,nonexistent,56,married,management,university.degree,no,no,no,2.53753034,20,9,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
13653,jul,thu,mobile,1,-1,0,nonexistent,39,married,industrial,university.degree,no,no,no,0.615433237,27,19,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
10417,jun,mon,landline,3,-1,0,nonexistent,32,married,professional,high.school,no,no,no,0.425378085,26,15,4.96,24268.31739,-40.546,259.77875,1.25118,FALSE
15193,jul,thu,mobile,5,-1,0,nonexistent,55,divorced,domestic,unknown,unknown,no,no,1.278505751,30,24,4.958,24268.31739,-41.419,258.2745,1.25118,FALSE
24274,nov,mon,mobile,1,-1,0,nonexistent,50,married,administrative,university.degree,no,no,no,0.508769359,16,8,4.191,24118.38402,-40.74,256.3,-0.08937,FALSE
20443,aug,tue,mobile,1,-1,0,nonexistent,35,married,technical,high.school,no,no,no,1.35703605,25,23,4.966,24268.31739,-35.017,256.971,1.25118,FALSE
35822,may,mon,mobile,8,10,1,success,25,married,unemployed,university.degree,no,no,no,1.326144991,24,13,1.244,23669.51229,-44.814,255.45575,-1.60866,FALSE
39928,jun,thu,mobile,3,-1,0,nonexistent,31,single,unemployed,high.school,no,yes,no,2.890078799,28,21,0.742,23170.50804,-38.606,258.65125,-1.51929,FALSE
39345,mar,thu,mobile,3,-1,1,failure,33,single,administrative,unknown,no,no,no,0.159249387,14,5,0.635,23249.88453,-33.756,256.76475,-1.60866,FALSE
34368,may,thu,mobile,1,-1,0,nonexistent,32,married,industrial,4years,unknown,yes,no,0.113042949,26,13,1.266,23669.51229,-44.814,255.45575,-1.60866,FALSE
16953,jul,thu,mobile,2,-1,0,nonexistent,54,married,unemployed,university.degree,no,yes,no,0.936894503,33,18,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
11884,jun,fri,landline,5,-1,0,nonexistent,27,single,entrepreneur,university.degree,no,no,no,0.062726877,27,19,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
31498,may,wed,mobile,3,-1,0,nonexistent,36,married,industrial,9years,no,yes,no,1.153501215,29,15,1.334,23669.51229,-44.814,255.45575,-1.60866,FALSE
7071,may,thu,landline,1,-1,0,nonexistent,42,married,professional,6years,no,yes,no,2.871274351,28,16,4.86,24096.1029,-35.308,258.4835,0.98307,FALSE
8997,jun,thu,landline,11,-1,0,nonexistent,40,married,industrial,9years,unknown,no,no,0.036869328,26,17,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
8633,jun,wed,landline,2,-1,0,nonexistent,49,married,administrative,university.degree,no,no,no,1.660794927,21,15,4.864,24268.31739,-40.546,259.77875,1.25118,FALSE
4827,may,wed,landline,2,-1,0,nonexistent,39,married,tradesman,university.degree,no,no,no,0.565101762,25,12,4.858,24096.1029,-35.308,258.4835,0.98307,FALSE
31975,may,thu,mobile,2,-1,0,nonexistent,35,married,industrial,9years,unknown,yes,yes,0.992035079,26,13,1.327,23669.51229,-44.814,255.45575,-1.60866,FALSE
33086,may,tue,landline,2,-1,1,failure,43,single,industrial,4years,no,yes,no,0.095100523,24,11,1.291,23669.51229,-44.814,255.45575,-1.60866,FALSE
